Accession,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7
P12814,1600642.047,4965099.703,1160314.047,2553448.734,17461298.13,71770978.91,7020280.336
P07741,13631668.53,6734149.016,6059539.375,11940968.72,18783964,23432644.03,7696228
Q02790,22590571.58,5754438.383,8837340.063,14644093.38,6423646.766,6386781.703,7723477.578
P01817,22173319.16,10886520.25,2803167.25,13451656.03,8628186.25,9211973.641,10077696
P02753,3633344.875,2187467.156,46749567.19,15114410.86,3113632.938,1529714.656,17577969.17
O60749,21730093.84,875788.9531,18893626.38,18417409.92,1296963.555,8197155.625,12100848.46
Q96AC1,18126440.19,4257391.641,4640231.188,6944317.688,8217169.156,8201436.281,16440637.69
O43707,4953230.391,7184206.766,8779281.273,7188490.797,14897691.31,36450759.58,11593576.18
P07900,9480203.781,13331635.23,10394414.82,10904389.3,6963815.797,11694004.68,11505615.34
P27169,5352575.078,5532578.063,32790775.75,12539495.42,5682088.188,2134659.313,24746873.94
P17661,9179269.344,12618788.59,6043831.063,6830603.828,5909596.313,11237510.41,14479795.38
P25311,2127583.844,2314313.172,37064095.34,11840659.7,7367750.008,6354254.984,11888928.75
Q01484,13002126,21331430,2084089.75,4516786.5,5032585.5,2247978.5,7103245.5
Q9BTT0,13002126,21331430,2084089.75,4516786.5,5032585.5,2247978.5,7103245.5
P16157,13636443.44,2609728.422,2644312.75,17895786.06,21744360.8,14874144.61,7152009.797
P26006,10365632.42,7067038.953,12837656.42,15290150.8,8661286.766,14439690.42,8179413.328
A0A075B6J9,18796241.19,5813522.5,424849.7813,22273723.59,4661976.125,202315,4357818.125
Q86VS8,8386668,4472585,10550310,4820500,8752487,5780830,12714071
P02760,7813349.656,4275307.891,29576953.5,11598960.31,5350454.859,4504525.969,14863621.13
P50502,10663200.59,6826451.094,10134741,11565008.25,8639904,12621198,14606087.47
P30837,2040423.188,1965708.5,0,1278932.75,661256.9375,122584544,448883.3125
P12109,4273186.023,3078186.375,19773604.88,10013911.57,11123123.27,11805502.46,12326854.52
Q96K76,10412799.39,3472901.172,7607696.5,15762583,16078822.13,19149859.5,4964337.75
P43652,2469229.094,1267846.281,31461171.67,16107572.45,12177245,3182167.813,21559122.98
Q8WW22,15866950,5779293,6572205.563,9514683,17401270,13030539,9814847
P13010,15276191.23,8194592.207,8098424.648,4767385.422,4914150.234,7845794.938,9790102.313
P12268,9565446.813,4556106.094,20980219.81,7263333.156,7891358.25,11369166.25,9570894.688
P62873,7855167.219,9877122.172,5808730.625,6311393.297,14186601.13,26561688.19,7937771.313
P23229,7114916.375,15745559.75,265597.5313,159152.0156,7784448.078,24894604.5,8665342.547
P63220,18964392.53,10946116.81,5685286.219,3196247.688,10224276.53,17646849.59,4902755.125
Q01995,8310934.578,16245460.39,6558213.203,2645349.672,11647785.3,24905044.52,10917427.42
P35542,7279727.453,4775905.938,25079297.91,10215775.36,7190745.938,13915797.47,12810563.05
Q92974,806084.625,289520.2813,0,736440.8125,1270515.375,1673726.469,21257200.78
P35442,11513812.58,13698625.16,7017026.281,5391153.094,4603613.188,5979135.672,11323639.88
P55795,6459160.719,1818561.938,20320937.59,16814301.7,6208929.781,3776798.844,23996117.03
A0A0C4DH34,14600235.59,3713728.719,2675293.844,9083238.063,4608085.469,2064761.719,4332763.688
P23083,31405426.56,5211772.656,367395.9063,3403742.188,1575083.375,4664504.75,1114255
Q9H4A4,4871328.313,12134577.95,5524300.906,8342092.25,11692690.5,16213359.72,10608198.59
P49189,12325680.95,6697513.938,10162888.99,17470806.41,10751475.36,10041450.13,6732099.07
P38646,14599676,8308696.234,5981317.563,12948766.69,8183591.328,6690670.156,10626912.88
P19525,5693587.969,8595821.906,8430890,2864964.063,16385016,20605348,10863671.66
P27105,3835691.484,15311294.44,2146288.75,6839052.977,13198612.73,29443455.88,6886993.172
Q12797,7907051.891,6075870.938,10075440,10050781.06,6348235.25,2633194.375,8048752.656
Q14894,23007972.25,6103525.75,5457583.594,4554882.5,3846961.5,5136933.438,7333976.5
Q01813,17887176.31,6493950.641,5585364.313,7761351.383,7362689.578,6850644.141,5795477.297
Q16658,9307951.813,10528916.93,6982836.688,6718143.094,5757933.969,7335029.641,5698162.75
P36955,2129044.156,1226525.219,20060013.61,8326951.453,6159659.156,8629566.906,15062734.72
P03952,8873723.406,9836718.344,11582917.05,7295090.555,5404115.719,5940445.234,17127729.66
P16671,4971787.891,17582384.19,966708.9063,1834623.797,14150294.38,25177819.44,7979537.156
A0A075B6S5,17916116.5,3926750,0,4805299.813,9037307.938,735480.75,1493984.531
Q99497,6522970.25,19233613.09,3312600.156,2546731.563,12394935.88,23008876,10838324.17
P39656,14973250,4128474.781,10318433,7187717,5473742.313,3034676,5559478.5
P04430,22298050.5,3470578,1895756.719,4385006.375,5445379.125,5349752.656,2644231.75
P51148,13921249,11704862.88,3029663,8214633.031,12286248.25,13058352.31,6978288.531
P08195,6901683.359,2297816.547,14843869.22,3564074.516,7444415.266,6276987.031,11958808.17
O43143,7588958.016,7625001.25,16705570.2,8502443.219,10325037.38,5458567.875,10726570.81
P01703,11950613.25,9085090,0,6632835,8731715.25,2239246,4060387.75
Q9UKD2,12063411.59,13759916.34,1911227.625,7938966.828,10429098.97,9885268.375,4586130.406
O00187,15022583.69,4198023.156,7909121.938,4522162.688,10841419.22,2265491.438,5636076.25
P22314,9673603.25,8476761.25,9101957.313,8812862.961,8430175.984,11701991.34,5149671.844
P62241,12759876.23,9477388.531,1971794.547,5617703.75,12145243.75,12484546.56,7527651.906
O75367,12379919.03,7030827.367,7916887.969,1943928.828,4562948.031,22956116.41,10232255.14
Q9NZN4,5459271.281,6469748.766,13281192.69,10565458.61,8451162.266,7230092.703,8838896.438
P48740,13429848.59,6687815.906,4599043.25,5235715.531,9326292.484,7290938.219,6079971.859
O43175,6842818.484,2284746.891,6105329.344,7880192.383,1511686.781,36178684.94,7502124.84
P37802,7302741.563,12201816.28,2293889.063,2667056.344,6893961.391,26001339.64,7311229.891
Q14254,11404439.22,5547460.125,9732965.563,3099519,4140219.016,6378390.938,7642693.563
P14174,8364810.75,24260038.13,2873287.625,2680271.453,4354841.984,3821338.25,5385473.031
P01706,12328798.42,6486497.625,885876.6875,6344977.5,6591080.391,606785.9375,1505273.625
P42224,11412291.25,6469201.641,9168342.531,13708893.84,6457412.531,2634795.313,4793671.813
P11940,10275581.94,7870114.578,2299528.969,12422334.27,8218286.375,7385784,13555638.02
P51991,4966634.563,5266069.469,4484643.938,4821266,12951717.94,25549867.98,9079354.656
P09960,14690863.66,10322480.22,1426450.5,3024578.719,3357536.156,4929441.203,8003475.625
Q9UQE7,9599108.125,15489583.25,3533960.875,4092218.375,5100844.188,7345167.938,5105453
P61313,17210150,9085660.5,3258313.938,2619492.875,6140914.203,2055057.781,6289754.5
P01599,17098628.69,1845292.844,4441626.281,5070823.5,3664921.25,1163491.813,2767923.594
Q9H4M9,10184731.92,7975288.797,7705815.875,3394946.359,6393035.375,10586327.95,5445041.188
Q16851,16646132.56,6544917.383,4250316.063,3329160.688,5209545.156,3892250.25,9149267.859
P11277,8972712.625,5119439.25,6356337.25,11740837.66,10445479.28,10282558.67,9185097.656
P11216,10507151.69,5080718.844,3956432.188,6378680.469,8625527.094,13677750.48,4645866.531
Q15181,12338017.84,8340748.703,5251665.813,6752092.891,5407678.188,6194696.781,12281864.75
Q07954,6824939.969,5108419.266,9700025.247,6328306.805,8291481.086,4407729.547,7764616.719
P02730,820986.8438,1221665.297,1392808.406,17955101.62,24929809.2,23185277.72,8270152.031
O43291,6651522.375,10934359.56,3887559.5,4854405.188,10878165.88,17884188,7823652
Q9BXJ9,15988267.63,3299473.188,3914508.883,6439139.125,0,473699.3438,0
A0AVT1,5515262.406,2987385.297,11674763.25,12713888.67,8140502.906,4181671.578,8949248
O00159,7167358.625,14494399.17,6222462.852,5602369.609,8502039.878,12183224.73,3893768.512
P17980,9738003.828,4907177.156,511954.7813,12988663.72,6902904.125,2625990.938,5244115.125
P24158,15411164,2617026.75,255857.6563,5698862,8791471.25,3121557.25,3052254.25
P07359,5433897.813,19380506.25,2862455.094,901697.1875,14697221.41,24064326.78,10106177.94
O15247,17587208,21323258,5983405.5,0,10366110,0,240847.1875
P11021,4022279.953,9968635.133,5560945.453,7636955.031,9672708.047,20925936.73,5432361.063
P17174,13014984.23,13676097.91,3676093.375,2719655.703,3358377.188,1437018.5,6628717.5
O43301,11604817,5990274.344,8018645.742,8565909.523,882296.0938,6375123.063,6779328.906
P31939,2697731.047,9559534.703,5177078.719,3400740.359,1951587.797,8296407.75,1952422.051
P13224,5446119.813,13083151.44,4267841.719,2787021.563,11097376.75,24503157.63,7312497.313
P39023,6465158.719,4727846.672,17323408.97,8901732.828,5531578.5,4311889.773,7347884.438
P63244,15572247.97,4851301.453,7195404.813,7185225.313,5899780.125,4572559.781,4614589.703
Q16222,4839656,8321032,2924002,3103066.938,7459983.5,21104944,6188167.5
P49588,7032786.875,3657634.258,4562200.5,9079615.813,6515279.422,5700876.984,11174717.94
P39748,3321042.25,1922404.781,6480318.625,16398458,9578361.75,27209033,3876349.625
P51665,9418140.688,9146705.719,3243811.469,4788742.66,10992858,10588785,7060569.563
Q05469,8797092.547,6603703.641,10344746.86,4446777.797,6907428.641,8020069.563,7587525.188
P24844,11000531,5726974.75,5484758.75,5409017.5,8284469,8670248.5,3708985.75
P13671,7209001.75,6063857.016,14559084.25,4608782.281,3610493.656,3952600.375,7909738.125
Q8WX93,9582870,749354.4688,4339189.656,1386237.281,9010875.781,21483438.53,7582153.656
Q06323,14816847,10820319.5,0,21979053.06,4682362.063,629012.6875,207510.7813
P11586,7501034.531,5150693.516,18606086,5400703.281,7683939.969,3640367.781,5108342.063
Q06124,16529399.84,8356024.781,3465182.5,3800395.25,5352093.688,4378009.125,6689411.625
Q8N0W3,2353191.5,1222847.125,17556672,8700882,8452541,2678758.25,10000627
P05121,2533669.891,2242955.469,1977090.438,9408052.766,683804.875,51814691.34,943078.125
P16284,5220556.484,7103236.078,3043027.25,2493679.5,10176706.75,30661298.44,8471699.188
P27708,11077596.7,2512517.188,4296646.703,7702754.406,6678783.188,2859945.156,4519663.797
P46459,10448335.91,8350480.859,3644659.125,3783089.469,7224789.547,9403532,2872810.234
P04899,6791721.156,5926492.813,4120113.125,10359061.28,11673433.11,16243890.34,6513302.813
Q9H269,5191089,23319701.73,2602327.969,2953850.938,4946024.969,3349331.75,7208263.625
O75369,10539097,5113841.891,3605269.875,7432244.5,5438889.078,4649790.563,5279740.094
Q00577,10096227.3,7489987.813,4061661.531,2468915.914,3411465.063,3098891.469,5217729.516
Q99832,5910495.141,3317734.422,7065368.094,10238505.41,16722242.72,10699561.41,4719708.406
Q92499,6479868.938,3788422.125,7303004.563,3891113.969,6028258.438,4986904.641,14651886.86
P02750,3667286.461,587919.6484,22159694,5828976.719,4952229.078,11808638.63,7975928.109
P30101,4263841.313,2962869.891,7669533.609,6445217.625,9572312.891,20669573.41,5879862.297
P00966,7700241.023,4934199.016,6820873.688,11127554.19,6402279.875,8548480.563,4592728.656
P04040,7123409.031,3288649.781,3606459.688,12112971.97,11705191.58,15861781.27,6187960.688
P54920,7156768.875,4679550.031,17181694.22,4306207.859,5246040.875,3317990.219,5771232.438
Q92896,1857534.25,5582322.25,5934225.5,2233663.375,406652.9063,249223.3906,8118867.719
P50281,2359729.75,5759412.063,6161754.078,3037697.75,0,1510743.109,7666744
O14672,5351163.172,10759032.64,2676951.191,3154925.125,6690647.813,11755880.28,3830359.906
Q06830,5797029.281,4814272.5,2830495.5,3517154.875,14220259.31,13451392.25,4568432.25
A0A075B6R2,9799464.719,3739544.5,3722108.281,8812226.875,8370004.781,3183011.531,3770613.031
P14868,3409815.188,5131451.359,16840733.23,6067497.32,5583541.133,10437976.05,7180831.063
P27487,1400381.891,1444141.313,3206132.75,3509662.313,3162411.75,4649250.438,2451026.891
P50454,16352564.5,10908719.35,3409481.875,2759827.953,594378.3594,1996317.797,2532957.75
P21399,4076935.672,7430995.438,6645087.875,4349509.297,7908817.813,18777602.31,6641467.438
Q9H0P0,12169664,8256362.5,2874549.5,6885017.5,10197335,8343298,7018133.469
P02511,4096041.313,5191112.938,9114789.438,11330912.69,5734031.688,3721223.031,5388643.695
P02788,5053619.672,3558496.453,5103864.063,7198859.656,5314019.688,2880550.328,3188811.844
P55060,1916287.422,3807527.234,29361211.48,4469929.281,2138780.813,3017114.469,2945222.406
Q15404,3340781.875,11578762.32,1817601.359,2762573.109,11234358.06,29237039.66,7173768.438
P07358,9591766.781,3221248.859,7066122.063,4163626.125,2610443.938,2242405.625,9755346.125
P48449,8459696.188,6956533,3892232.438,5148899.125,4985348.781,3000955.969,5216868.938
P01877,6683749.281,1847603.875,3785815.313,13377967,5594289.891,4078116.219,4638432.719
P49591,6985731.031,3070971.688,6404028.438,3882680.609,3145988.047,2965321,7970805.438
P28070,10424749.34,3080686.891,6892400.313,9015838.75,4829161.563,3555915.219,4134648.453
P08729,3916253.906,2472375.727,1577891.953,4900905.594,11096046.99,7150356.25,12201885.48
Q9Y4L1,5967170.172,4050993.859,1795950.094,8490810.813,6662792.641,10401008.38,17660620.34
P61019,9167779.547,6400883.094,6785963.656,10041676.34,5777856.969,3493398.719,5729025.25
P07360,5061057.578,3603405.813,6972192.5,3664249.75,1170924.234,8277634.438,5577501.563
Q15233,8706117.594,5662193.594,2729966.219,7984383.031,6066012.703,8222430.891,8441865.625
O15145,2555807.531,3624090.047,3823837.531,3572112.344,11521340.5,16841285.19,12115892.63
A0A0B4J1V1,11114003.13,3884034.375,0,487916.9844,7283598.438,9788361.75,587067.1875
A0A075B6K4,14054917.75,4565761.281,2414012.625,2678239.117,6193098.5,1124704.813,1452329.938
O95445,4913761.125,2908760.375,20014563.72,5852543.875,3612883.75,3651722.063,6675166.5
Q14315,8890561.578,6880096.719,1149994.828,4527277.25,5246138.438,5760326.203,5443219.094
P60842,1325325.203,4528457.281,4230099.164,3647562.625,2895939.781,4513433.281,6447610.391
Q6P5R6,5116875,2227780.781,10493096,11114766,7296440.5,3317221.5,8949248
P53990,5202364,3526742.422,3997599.25,11874919,5495165,19693364,2772662.031
Q16666,5884982.57,6285267.609,10242615.38,6185866.313,9556762.953,15471209.95,5163644.844
Q9P2E9,3492214.047,1928066.75,15052419.09,7397923.953,3921030.469,6142294.531,7931156.875
P31323,4106650.484,2834737.594,12022629,4198404.469,5518312.672,3954635.156,8004473.813
Q96S44,8044281.875,4394575,4753441.5,11109300,3322531.25,4366878,5564404
P17858,8179663.469,1190280.781,4425361.563,9257839.672,1758562.672,2703489.781,4329697.953
P61586,31563797.81,4310827.5,2914407.969,5119744.422,1244710,3622503.563,1651155.563
P84243,6303642.828,8467396.891,1546939.09,2327732.258,4405964.551,4673094.953,4347457.047
P80723,4288655.188,4117724.688,16166606.75,8285666.813,4742677,2598987.25,6370618.469
P01825,11687132.44,5924628.719,1203608.625,4650692.625,7071760.031,3379055.688,2240432.438
Q7KZF4,10336379.8,3704996.141,5161878.156,2915236.672,8113763.797,8535432.141,7133986.969
Q15393,9152409.25,4138382.656,3948539.203,8014276.125,4359040.891,3595098.531,8225428.688
P06331,0,7576167.5,2854143.75,3716502,4328368.5,2631337.25,5542045
P05090,3094833.344,2153405.453,17139582.56,10231633.56,4003055.969,1902529.797,3325949.719
P06756,4634081.531,10556144.91,6091988.625,3439694.25,3657405.313,7585577.484,6055107.875
P62333,2297758.25,7641319.719,7300171.5,7031041.039,4199793.563,1976512.594,5914143.156
P35858,4039671.5,10474589,0,984341.4375,7744890,42190416,0
P16152,5172439.844,5885419.172,5901352.828,7960577.172,5220767.359,15079490.66,4253857.125
O76021,9447343,4676141.031,3355587.688,3170866.75,7169118,5040892.5,4764626
P68366,4326427.219,7176475.859,940109.5781,2150044.656,5672959.406,17797901.53,9644636.219
A0A0B4J1V2,10780635.22,2321809.359,0,5412218.563,5475929.438,2526581.5,2865110.313
A0A075B6P5,14209635,0,974874.1875,3695699.25,6587920.5,8675272,3252925.75
Q9Y2Q3,7210101.656,4313910.938,5521460.625,8259951.375,4059696.719,6826877.5,8701301.844
Q9BZK7,8568305.469,220062.3125,5198970.188,21205683.25,1219180.938,2004468.938,176141.875
Q9UNE0,5342543.25,2193183.188,5194643.25,6916149.5,16713093,7268308,7011413.5
P19623,2878581.344,1402497.844,13429788.09,7345155.25,7937103.875,0,8088373.875
P01833,18496239.14,5514478.516,349884,2933805.063,4279788.453,1789939.977,8153041.773
Q99715,1671209.375,2633491.703,8754979.281,3594018.953,6356856.281,3116062.258,3986145.25
P05155,5676800.109,3572903.141,7421554.922,7164380.125,4575794.813,4341868.781,4170109.563
Q92619,7894104,3311748.75,3504551.5,3780044,4403246.5,2428580.25,3057714.25
O95453,552562,2694902.031,14766248,1640108.188,9677750.625,3551877.125,8584896
P06576,3955831.141,2818889.563,2048758.203,5530214.047,7432106.781,16787751.37,3718119.016
P43490,9058383.484,4052932.703,1756570.813,5024225.219,6744572.063,3860549.219,3199946.844
P15814,2240009.344,6454176.906,5009294.375,2780480.313,3592787.625,8895846.875,3611369.375
P46976,8436548,6984311,3374437,5051033,4406513.5,3674991,3481415
P05141,13283061.38,10485312.38,0,1983439.625,2133885,1440616.547,2731907.063
P62081,7109526.5,2967142.594,7785598,10652249.53,8352768,3896598.938,5110873.625
Q9H299,4040285.063,5260921.563,2955479.938,1403517,9099389.906,26138298.94,5974914.031
P10809,4087413,1918039.078,13864333.22,3043070.195,5369540.875,3445168.215,12791130.31
P53618,5628430.938,3076432.281,973379.1875,1153776,5974231.391,819851.7813,5745339.594
P06681,3049532.125,5460021.438,7504384.141,6116547.078,6066752.875,2927492.156,7527819
P53396,6797021.344,3544643.75,6751764.563,6895055.609,5773334.984,5076195.844,3850293.07
P60900,10728527.2,5537470.188,2396273.375,2911519.063,7374533.406,7330848.609,4368850.953
P25788,5687834.906,10761159.54,5490024.125,4020794.344,3432398.406,8011955.594,4648495.094
P05231,3650722,2075990.5,20874110,6675020,3287078.75,2600948.75,4888127.5
P12004,3586656.625,1804452.156,1958481.563,13730495.59,6689204.25,25676228.53,1335330.781
Q13435,6237695.688,3083356.656,3647303.875,3464487.719,3379007.844,2474170.438,6172052.422
P12110,6493988.953,2680821.141,5827770.188,5867676.188,3660827.375,3325895.703,5582343
P00325,5728076.625,3244133.781,10564478.94,4545932.055,1240536.438,1471035.625,5743957.031
P18669,2117054.938,2853827.625,3450340.563,2737253.188,11407986.15,8811092.781,1977838.313
